#Ensembl gene	external name	external name source	biotype	status	chromosome	start	end	strand	source	description
ENSG00000134874	DZIP1	HGNC	protein_coding	KNOWN	13	96230457	96296957	-1	ensembl	DAZ interacting protein 1 [Source:HGNC Symbol;Acc:20908]
ENSG00000134882	UBAC2	HGNC	protein_coding	KNOWN	13	99853028	100038688	1	ensembl	UBA domain containing 2 [Source:HGNC Symbol;Acc:20486]
ENSG00000134884	ARGLU1	HGNC	protein_coding	KNOWN	13	107194021	107220512	-1	ensembl	arginine and glutamate rich 1 [Source:HGNC Symbol;Acc:25482]
ENSG00000134897	BIVM	HGNC	protein_coding	KNOWN	13	103451399	103493885	1	ensembl	basic, immunoglobulin-like variable motif containing [Source:HGNC Symbol;Acc:16034]
ENSG00000134899	ERCC5	HGNC	protein_coding	KNOWN	13	103459705	103528345	1	ensembl	excision repair cross-complementing rodent repair deficiency, complementation group 5 [Source:HGNC Symbol;Acc:3437]
ENSG00000134900	TPP2	HGNC	protein_coding	KNOWN	13	103249353	103331521	1	ensembl	tripeptidyl peptidase II [Source:HGNC Symbol;Acc:12016]
ENSG00000134901	KDELC1	HGNC	protein_coding	KNOWN	13	103436631	103451357	-1	ensembl	KDEL (Lys-Asp-Glu-Leu) containing 1 [Source:HGNC Symbol;Acc:19350]
ENSG00000134905	CARS2	HGNC	protein_coding	KNOWN	13	111290133	111365950	-1	ensembl	cysteinyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:25695]
ENSG00000134909	ARHGAP32	HGNC	protein_coding	KNOWN	11	128834989	129149219	-1	ensembl	Rho GTPase activating protein 32 [Source:HGNC Symbol;Acc:17399]
ENSG00000134910	STT3A	HGNC	protein_coding	KNOWN	11	125461607	125495110	1	ensembl	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:6172]
ENSG00000134917	ADAMTS8	HGNC	protein_coding	KNOWN	11	130274820	130298888	-1	ensembl	ADAM metallopeptidase with thrombospondin type 1 motif, 8 [Source:HGNC Symbol;Acc:224]
ENSG00000134940	ACRV1	HGNC	protein_coding	KNOWN	11	125541417	125551018	-1	ensembl	acrosomal vesicle protein 1 [Source:HGNC Symbol;Acc:127]
ENSG00000134954	ETS1	HGNC	protein_coding	KNOWN	11	128328656	128457437	-1	ensembl	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian) [Source:HGNC Symbol;Acc:3488]
ENSG00000134955	SLC37A2	HGNC	protein_coding	KNOWN	11	124932963	124959131	1	ensembl	solute carrier family 37 (glycerol-3-phosphate transporter), member 2 [Source:HGNC Symbol;Acc:20644]
ENSG00000134962	KLB	HGNC	protein_coding	KNOWN	4	39408473	39453156	1	ensembl	klotho beta [Source:HGNC Symbol;Acc:15527]
ENSG00000134970	TMED7	HGNC	protein_coding	KNOWN	5	114949205	114968689	-1	ensembl	transmembrane emp24 protein transport domain containing 7 [Source:HGNC Symbol;Acc:24253]
ENSG00000134982	APC	HGNC	protein_coding	KNOWN	5	112043195	112181936	1	ensembl	adenomatous polyposis coli [Source:HGNC Symbol;Acc:583]
ENSG00000134986	NREP	HGNC	protein_coding	KNOWN	5	110998318	111333161	-1	ensembl	neuronal regeneration related protein homolog (rat) [Source:HGNC Symbol;Acc:16834]
ENSG00000134987	WDR36	HGNC	protein_coding	KNOWN	5	110427414	110466200	1	ensembl	WD repeat domain 36 [Source:HGNC Symbol;Acc:30696]
ENSG00000134996	OSTF1	HGNC	protein_coding	KNOWN	9	77703459	77762181	1	ensembl	osteoclast stimulating factor 1 [Source:HGNC Symbol;Acc:8510]
ENSG00000135002	RFK	HGNC	protein_coding	KNOWN	9	79000433	79009433	-1	havana	riboflavin kinase [Source:HGNC Symbol;Acc:30324]
ENSG00000135018	UBQLN1	HGNC	protein_coding	KNOWN	9	86274878	86323118	-1	ensembl	ubiquilin 1 [Source:HGNC Symbol;Acc:12508]
ENSG00000135040	NAA35	HGNC	protein_coding	KNOWN	9	88556061	88637213	1	ensembl	N(alpha)-acetyltransferase 35, NatC auxiliary subunit [Source:HGNC Symbol;Acc:24340]
ENSG00000135045	C9orf40	HGNC	protein_coding	KNOWN	9	77561497	77567802	-1	ensembl	chromosome 9 open reading frame 40 [Source:HGNC Symbol;Acc:23433]
ENSG00000135046	ANXA1	HGNC	protein_coding	KNOWN	9	75766673	75785309	1	ensembl	annexin A1 [Source:HGNC Symbol;Acc:533]
ENSG00000135047	CTSL1	HGNC	protein_coding	KNOWN	9	90340434	90346308	1	ensembl	cathepsin L1 [Source:HGNC Symbol;Acc:2537]
ENSG00000135048	TMEM2	HGNC	protein_coding	KNOWN	9	74298282	74431606	-1	ensembl	transmembrane protein 2 [Source:HGNC Symbol;Acc:11869]
ENSG00000135049	AGTPBP1	HGNC	protein_coding	KNOWN	9	88161455	88356944	-1	ensembl	ATP/GTP binding protein 1 [Source:HGNC Symbol;Acc:17258]
ENSG00000135052	GOLM1	HGNC	protein_coding	KNOWN	9	88641061	88715088	-1	ensembl	golgi membrane protein 1 [Source:HGNC Symbol;Acc:15451]
ENSG00000135063	FAM189A2	HGNC	protein_coding	KNOWN	9	71939488	72007371	1	ensembl	family with sequence similarity 189, member A2 [Source:HGNC Symbol;Acc:24820]
ENSG00000135069	PSAT1	HGNC	protein_coding	KNOWN	9	80912043	80945009	1	ensembl	phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:19129]
ENSG00000135070	ISCA1	HGNC	protein_coding	KNOWN	9	88879461	88897676	-1	ensembl	iron-sulfur cluster assembly 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:28660]
ENSG00000135074	ADAM19	HGNC	protein_coding	KNOWN	5	156822542	157002783	-1	ensembl	ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:197]
ENSG00000135077	HAVCR2	HGNC	protein_coding	KNOWN	5	156512843	156569880	-1	ensembl	hepatitis A virus cellular receptor 2 [Source:HGNC Symbol;Acc:18437]
ENSG00000135083	CCNJL	HGNC	protein_coding	KNOWN	5	159678659	159772403	-1	ensembl	cyclin J-like [Source:HGNC Symbol;Acc:25876]
ENSG00000135090	TAOK3	HGNC	protein_coding	KNOWN	12	118587606	118810750	-1	ensembl	TAO kinase 3 [Source:HGNC Symbol;Acc:18133]
ENSG00000135093	USP30	HGNC	protein_coding	KNOWN	12	109460894	109525831	1	ensembl	ubiquitin specific peptidase 30 [Source:HGNC Symbol;Acc:20065]
ENSG00000135094	SDS	HGNC	protein_coding	KNOWN	12	113830250	113841693	-1	ensembl	serine dehydratase [Source:HGNC Symbol;Acc:10691]
ENSG00000135097	MSI1	HGNC	protein_coding	KNOWN	12	120779133	120806983	-1	ensembl	musashi homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:7330]
ENSG00000135100	HNF1A	HGNC	protein_coding	KNOWN	12	121416346	121442296	1	ensembl	HNF1 homeobox A [Source:HGNC Symbol;Acc:11621]
ENSG00000135108	FBXO21	HGNC	protein_coding	KNOWN	12	117581146	117628336	-1	ensembl	F-box protein 21 [Source:HGNC Symbol;Acc:13592]
ENSG00000135111	TBX3	HGNC	protein_coding	KNOWN	12	115108059	115121969	-1	ensembl	T-box 3 [Source:HGNC Symbol;Acc:11602]
ENSG00000135114	OASL	HGNC	protein_coding	KNOWN	12	121458121	121477045	-1	ensembl	2'-5'-oligoadenylate synthetase-like [Source:HGNC Symbol;Acc:8090]
ENSG00000135116	HRK	HGNC	protein_coding	KNOWN	12	117298932	117319232	-1	ensembl	harakiri, BCL2 interacting protein (contains only BH3 domain) [Source:HGNC Symbol;Acc:5185]
ENSG00000135119	RNFT2	HGNC	protein_coding	KNOWN	12	117176096	117291436	1	ensembl	ring finger protein, transmembrane 2 [Source:HGNC Symbol;Acc:25905]
ENSG00000135124	P2RX4	HGNC	protein_coding	KNOWN	12	121647660	121671909	1	ensembl	purinergic receptor P2X, ligand-gated ion channel, 4 [Source:HGNC Symbol;Acc:8535]
ENSG00000135127	CCDC64	HGNC	protein_coding	KNOWN	12	120427648	120532298	1	ensembl	coiled-coil domain containing 64 [Source:HGNC Symbol;Acc:28095]
ENSG00000135144	DTX1	HGNC	protein_coding	KNOWN	12	113494514	113535833	1	ensembl	deltex homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:3060]
ENSG00000135148	TRAFD1	HGNC	protein_coding	KNOWN	12	112563305	112591407	1	ensembl	TRAF-type zinc finger domain containing 1 [Source:HGNC Symbol;Acc:24808]
ENSG00000135164	DMTF1	HGNC	protein_coding	KNOWN	7	86781677	86825646	1	ensembl	cyclin D binding myb-like transcription factor 1 [Source:HGNC Symbol;Acc:14603]
ENSG00000135175	OCM2	HGNC	protein_coding	KNOWN	7	97613996	97620481	-1	ensembl	oncomodulin 2 [Source:HGNC Symbol;Acc:34396]
ENSG00000135185	C7orf23	HGNC	protein_coding	KNOWN	7	86825478	86849903	-1	ensembl	chromosome 7 open reading frame 23 [Source:HGNC Symbol;Acc:21707]
ENSG00000135205	CCDC146	HGNC	protein_coding	KNOWN	7	76751751	76958850	1	ensembl	coiled-coil domain containing 146 [Source:HGNC Symbol;Acc:29296]
ENSG00000135211	TMEM60	HGNC	protein_coding	KNOWN	7	77423045	77427897	-1	ensembl	transmembrane protein 60 [Source:HGNC Symbol;Acc:21754]
ENSG00000135213	POM121C	HGNC	protein_coding	KNOWN	7	75046066	75115548	-1	ensembl	POM121 transmembrane nucleoporin C [Source:HGNC Symbol;Acc:34005]
ENSG00000135218	CD36	HGNC	protein_coding	KNOWN	7	79998891	80308593	1	ensembl	CD36 molecule (thrombospondin receptor) [Source:HGNC Symbol;Acc:1663]
ENSG00000135220	UGT2A3	HGNC	protein_coding	KNOWN	4	69794181	69817509	-1	ensembl	UDP glucuronosyltransferase 2 family, polypeptide A3 [Source:HGNC Symbol;Acc:28528]
ENSG00000135222	CSN2	HGNC	protein_coding	KNOWN	4	70820974	70826725	-1	ensembl	casein beta [Source:HGNC Symbol;Acc:2447]
ENSG00000135226	UGT2B28	HGNC	protein_coding	KNOWN	4	70146217	70160768	1	ensembl	UDP glucuronosyltransferase 2 family, polypeptide B28 [Source:HGNC Symbol;Acc:13479]
ENSG00000135241	PNPLA8	HGNC	protein_coding	KNOWN	7	108110866	108210110	-1	ensembl	patatin-like phospholipase domain containing 8 [Source:HGNC Symbol;Acc:28900]
ENSG00000135245	HILPDA	HGNC	protein_coding	KNOWN	7	128095903	128098472	1	ensembl	hypoxia inducible lipid droplet-associated [Source:HGNC Symbol;Acc:28859]
ENSG00000135248	FAM71F1	HGNC	protein_coding	KNOWN	7	128349115	128371677	1	ensembl	family with sequence similarity 71, member F1 [Source:HGNC Symbol;Acc:30704]
ENSG00000135249	RINT1	HGNC	protein_coding	KNOWN	7	105172532	105208124	1	ensembl	RAD50 interactor 1 [Source:HGNC Symbol;Acc:21876]
ENSG00000135250	SRPK2	HGNC	protein_coding	KNOWN	7	104751151	105039755	-1	ensembl	SRSF protein kinase 2 [Source:HGNC Symbol;Acc:11306]
ENSG00000135269	TES	HGNC	protein_coding	KNOWN	7	115850547	115898837	1	ensembl	testis derived transcript (3 LIM domains) [Source:HGNC Symbol;Acc:14620]
ENSG00000135272	MDFIC	HGNC	protein_coding	KNOWN	7	114562209	114659256	1	ensembl	MyoD family inhibitor domain containing [Source:HGNC Symbol;Acc:28870]
ENSG00000135297	MTO1	HGNC	protein_coding	KNOWN	6	74171301	74218959	1	ensembl	mitochondrial translation optimization 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:19261]
ENSG00000135298	BAI3	HGNC	protein_coding	KNOWN	6	69345259	70099403	1	ensembl	brain-specific angiogenesis inhibitor 3 [Source:HGNC Symbol;Acc:945]
ENSG00000135299	ANKRD6	HGNC	protein_coding	KNOWN	6	90142889	90343553	1	ensembl	ankyrin repeat domain 6 [Source:HGNC Symbol;Acc:17280]
ENSG00000135312	HTR1B	HGNC	protein_coding	KNOWN	6	78171948	78173490	-1	ensembl	5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled [Source:HGNC Symbol;Acc:5287]
ENSG00000135314	KHDC1	HGNC	protein_coding	KNOWN	6	73951037	74020088	-1	ensembl	KH homology domain containing 1 [Source:HGNC Symbol;Acc:21366]
ENSG00000135315	KIAA1009	HGNC	protein_coding	KNOWN	6	84833960	84937353	-1	ensembl	KIAA1009 [Source:HGNC Symbol;Acc:21107]
ENSG00000135316	SYNCRIP	HGNC	protein_coding	KNOWN	6	86267696	86353510	-1	ensembl	synaptotagmin binding, cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:16918]
ENSG00000135317	SNX14	HGNC	protein_coding	KNOWN	6	86215214	86303874	-1	ensembl	sorting nexin 14 [Source:HGNC Symbol;Acc:14977]
ENSG00000135318	NT5E	HGNC	protein_coding	KNOWN	6	86159302	86205500	1	ensembl	5'-nucleotidase, ecto (CD73) [Source:HGNC Symbol;Acc:8021]
ENSG00000135324	MRAP2	HGNC	protein_coding	KNOWN	6	84743475	84800600	1	ensembl	melanocortin 2 receptor accessory protein 2 [Source:HGNC Symbol;Acc:21232]
ENSG00000135333	EPHA7	HGNC	protein_coding	KNOWN	6	93949738	94129265	-1	ensembl	EPH receptor A7 [Source:HGNC Symbol;Acc:3390]
ENSG00000135334	AKIRIN2	HGNC	protein_coding	KNOWN	6	88384790	88411927	-1	ensembl	akirin 2 [Source:HGNC Symbol;Acc:21407]
ENSG00000135336	ORC3	HGNC	protein_coding	KNOWN	6	88299839	88377169	1	ensembl	origin recognition complex, subunit 3 [Source:HGNC Symbol;Acc:8489]
ENSG00000135338	LCA5	HGNC	protein_coding	KNOWN	6	80194708	80247175	-1	ensembl	Leber congenital amaurosis 5 [Source:HGNC Symbol;Acc:31923]
ENSG00000135341	MAP3K7	HGNC	protein_coding	KNOWN	6	91223292	91296786	-1	ensembl	mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:6859]
ENSG00000135346	CGA	HGNC	protein_coding	KNOWN	6	87795216	87804824	-1	ensembl	glycoprotein hormones, alpha polypeptide [Source:HGNC Symbol;Acc:1885]
ENSG00000135355	GJA10	HGNC	protein_coding	KNOWN	6	90604188	90605839	1	ensembl	gap junction protein, alpha 10, 62kDa [Source:HGNC Symbol;Acc:16995]
ENSG00000135362	PRR5L	HGNC	protein_coding	KNOWN	11	36317838	36486754	1	ensembl	proline rich 5 like [Source:HGNC Symbol;Acc:25878]
ENSG00000135363	LMO2	HGNC	protein_coding	KNOWN	11	33880122	33913836	-1	ensembl	LIM domain only 2 (rhombotin-like 1) [Source:HGNC Symbol;Acc:6642]
ENSG00000135365	PHF21A	HGNC	protein_coding	KNOWN	11	45950871	46142985	-1	ensembl	PHD finger protein 21A [Source:HGNC Symbol;Acc:24156]
ENSG00000135372	NAT10	HGNC	protein_coding	KNOWN	11	34127149	34169217	1	ensembl	N-acetyltransferase 10 (GCN5-related) [Source:HGNC Symbol;Acc:29830]
ENSG00000135373	EHF	HGNC	protein_coding	KNOWN	11	34642640	34682604	1	ensembl	ets homologous factor [Source:HGNC Symbol;Acc:3246]
ENSG00000135374	ELF5	HGNC	protein_coding	KNOWN	11	34500340	34535352	-1	ensembl	E74-like factor 5 (ets domain transcription factor) [Source:HGNC Symbol;Acc:3320]
ENSG00000135378	PRRG4	HGNC	protein_coding	KNOWN	11	32851489	32879669	1	ensembl	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane) [Source:HGNC Symbol;Acc:30799]
ENSG00000135387	CAPRIN1	HGNC	protein_coding	KNOWN	11	34073230	34122703	1	ensembl	cell cycle associated protein 1 [Source:HGNC Symbol;Acc:6743]
ENSG00000135390	ATP5G2	HGNC	protein_coding	KNOWN	12	54026510	54071192	-1	ensembl	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9) [Source:HGNC Symbol;Acc:842]
ENSG00000135392	DNAJC14	HGNC	protein_coding	KNOWN	12	56214744	56224608	-1	ensembl	DnaJ (Hsp40) homolog, subfamily C, member 14 [Source:HGNC Symbol;Acc:24581]
ENSG00000135404	CD63	HGNC	protein_coding	KNOWN	12	56119107	56123491	-1	ensembl	CD63 molecule [Source:HGNC Symbol;Acc:1692]
ENSG00000135406	PRPH	HGNC	protein_coding	KNOWN	12	49687035	49692465	1	ensembl	peripherin [Source:HGNC Symbol;Acc:9461]
ENSG00000135407	AVIL	HGNC	protein_coding	KNOWN	12	58191159	58212487	-1	ensembl	advillin [Source:HGNC Symbol;Acc:14188]
ENSG00000135409	AMHR2	HGNC	protein_coding	KNOWN	12	53817639	53825318	1	ensembl	anti-Mullerian hormone receptor, type II [Source:HGNC Symbol;Acc:465]
ENSG00000135413	LACRT	HGNC	protein_coding	KNOWN	12	55024595	55028679	-1	ensembl	lacritin [Source:HGNC Symbol;Acc:16430]
ENSG00000135414	GDF11	HGNC	protein_coding	KNOWN	12	56137064	56150911	1	ensembl	growth differentiation factor 11 [Source:HGNC Symbol;Acc:4216]
ENSG00000135423	GLS2	HGNC	protein_coding	KNOWN	12	56864736	56882198	-1	ensembl	glutaminase 2 (liver, mitochondrial) [Source:HGNC Symbol;Acc:29570]
ENSG00000135424	ITGA7	HGNC	protein_coding	KNOWN	12	56078352	56109827	-1	ensembl	integrin, alpha 7 [Source:HGNC Symbol;Acc:6143]
ENSG00000135426	TESPA1	HGNC	protein_coding	KNOWN	12	55341802	55378530	-1	ensembl	thymocyte expressed, positive selection associated 1 [Source:HGNC Symbol;Acc:29109]
ENSG00000135436	FAM186B	HGNC	protein_coding	KNOWN	12	49976668	49999422	-1	ensembl	family with sequence similarity 186, member B [Source:HGNC Symbol;Acc:25296]
ENSG00000135437	RDH5	HGNC	protein_coding	KNOWN	12	56114151	56118489	1	ensembl	retinol dehydrogenase 5 (11-cis/9-cis) [Source:HGNC Symbol;Acc:9940]
ENSG00000135439	AGAP2	HGNC	protein_coding	KNOWN	12	58118981	58135940	-1	ensembl	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:16921]
ENSG00000135441	BLOC1S1	HGNC	protein_coding	KNOWN	12	56109820	56113871	1	ensembl	biogenesis of lysosomal organelles complex-1, subunit 1 [Source:HGNC Symbol;Acc:4200]
ENSG00000135443	KRT85	HGNC	protein_coding	KNOWN	12	52753790	52761265	-1	ensembl	keratin 85 [Source:HGNC Symbol;Acc:6462]
ENSG00000135446	CDK4	HGNC	protein_coding	KNOWN	12	58142034	58149796	-1	ensembl	cyclin-dependent kinase 4 [Source:HGNC Symbol;Acc:1773]
ENSG00000135447	PPP1R1A	HGNC	protein_coding	KNOWN	12	54969171	54982443	-1	ensembl	protein phosphatase 1, regulatory (inhibitor) subunit 1A [Source:HGNC Symbol;Acc:9286]
ENSG00000135451	TROAP	HGNC	protein_coding	KNOWN	12	49717019	49725514	1	ensembl	trophinin associated protein (tastin) [Source:HGNC Symbol;Acc:12327]
ENSG00000135452	TSPAN31	HGNC	protein_coding	KNOWN	12	58131796	58143994	1	ensembl	tetraspanin 31 [Source:HGNC Symbol;Acc:10539]
ENSG00000135454	B4GALNT1	HGNC	protein_coding	KNOWN	12	58017193	58027138	-1	ensembl	beta-1,4-N-acetyl-galactosaminyl transferase 1 [Source:HGNC Symbol;Acc:4117]
ENSG00000135457	TFCP2	HGNC	protein_coding	KNOWN	12	51487446	51566926	-1	ensembl	transcription factor CP2 [Source:HGNC Symbol;Acc:11748]
ENSG00000135469	COQ10A	HGNC	protein_coding	KNOWN	12	56660642	56664750	1	ensembl	coenzyme Q10 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:26515]
ENSG00000135472	FAIM2	HGNC	protein_coding	KNOWN	12	50260679	50298000	-1	ensembl	Fas apoptotic inhibitory molecule 2 [Source:HGNC Symbol;Acc:17067]
ENSG00000135473	PAN2	HGNC	protein_coding	KNOWN	12	56710007	56727837	-1	ensembl	PAN2 poly(A) specific ribonuclease subunit homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20074]
ENSG00000135476	ESPL1	HGNC	protein_coding	KNOWN	12	53662083	53687427	1	ensembl	extra spindle pole bodies homolog 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:16856]
ENSG00000135480	KRT7	HGNC	protein_coding	KNOWN	12	52626304	52662180	1	ensembl	keratin 7 [Source:HGNC Symbol;Acc:6445]
ENSG00000135482	ZC3H10	HGNC	protein_coding	KNOWN	12	56511943	56516278	1	ensembl	zinc finger CCCH-type containing 10 [Source:HGNC Symbol;Acc:25893]
ENSG00000135486	HNRNPA1	HGNC	protein_coding	KNOWN	12	54673977	54680872	1	ensembl	heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:5031]
ENSG00000135502	SLC26A10	HGNC	protein_coding	KNOWN	12	58013310	58019934	1	ensembl	solute carrier family 26, member 10 [Source:HGNC Symbol;Acc:14470]
ENSG00000135503	ACVR1B	HGNC	protein_coding	KNOWN	12	52345451	52390862	1	ensembl	activin A receptor, type IB [Source:HGNC Symbol;Acc:172]
ENSG00000135506	OS9	HGNC	protein_coding	KNOWN	12	58087738	58115340	1	ensembl	osteosarcoma amplified 9, endoplasmic reticulum lectin [Source:HGNC Symbol;Acc:16994]
ENSG00000135517	MIP	HGNC	protein_coding	KNOWN	12	56843286	56862950	-1	ensembl	major intrinsic protein of lens fiber [Source:HGNC Symbol;Acc:7103]
ENSG00000135519	KCNH3	HGNC	protein_coding	KNOWN	12	49932940	49952077	1	ensembl	potassium voltage-gated channel, subfamily H (eag-related), member 3 [Source:HGNC Symbol;Acc:6252]
ENSG00000135521	LTV1	HGNC	protein_coding	KNOWN	6	144164481	144184949	1	ensembl	LTV1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21173]
ENSG00000135525	MAP7	HGNC	protein_coding	KNOWN	6	136663875	136871792	-1	ensembl	microtubule-associated protein 7 [Source:HGNC Symbol;Acc:6869]
ENSG00000135535	CD164	HGNC	protein_coding	KNOWN	6	109687717	109703762	-1	ensembl	CD164 molecule, sialomucin [Source:HGNC Symbol;Acc:1632]
ENSG00000135537	LACE1	HGNC	protein_coding	KNOWN	6	108616098	108847999	1	ensembl	lactation elevated 1 [Source:HGNC Symbol;Acc:16411]
ENSG00000135540	NHSL1	HGNC	protein_coding	KNOWN	6	138743180	139013708	-1	ensembl	NHS-like 1 [Source:HGNC Symbol;Acc:21021]
ENSG00000135541	AHI1	HGNC	protein_coding	KNOWN	6	135604670	135830219	-1	ensembl	Abelson helper integration site 1 [Source:HGNC Symbol;Acc:21575]
ENSG00000135547	HEY2	HGNC	protein_coding	KNOWN	6	126068810	126082415	1	ensembl	hairy/enhancer-of-split related with YRPW motif 2 [Source:HGNC Symbol;Acc:4881]
ENSG00000135549	PKIB	HGNC	protein_coding	KNOWN	6	122793062	123047518	1	ensembl	protein kinase (cAMP-dependent, catalytic) inhibitor beta [Source:HGNC Symbol;Acc:9018]
ENSG00000135569	TAAR5	HGNC	protein_coding	KNOWN	6	132909731	132910877	-1	ensembl	trace amine associated receptor 5 [Source:HGNC Symbol;Acc:30236]
ENSG00000135577	NMBR	HGNC	protein_coding	KNOWN	6	142379467	142409936	-1	ensembl	neuromedin B receptor [Source:HGNC Symbol;Acc:7843]
ENSG00000135587	SMPD2	HGNC	protein_coding	KNOWN	6	109761966	109765122	1	ensembl	sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase) [Source:HGNC Symbol;Acc:11121]
ENSG00000135596	MICAL1	HGNC	protein_coding	KNOWN	6	109765265	109787171	-1	ensembl	microtubule associated monoxygenase, calponin and LIM domain containing 1 [Source:HGNC Symbol;Acc:20619]
ENSG00000135597	REPS1	HGNC	protein_coding	KNOWN	6	139224630	139309398	-1	ensembl	RALBP1 associated Eps domain containing 1 [Source:HGNC Symbol;Acc:15578]
ENSG00000135604	STX11	HGNC	protein_coding	KNOWN	6	144471663	144509507	1	ensembl	syntaxin 11 [Source:HGNC Symbol;Acc:11429]
ENSG00000135605	TEC	HGNC	protein_coding	KNOWN	4	48137800	48271881	-1	ensembl	tec protein tyrosine kinase [Source:HGNC Symbol;Acc:11719]
ENSG00000135617	PRADC1	HGNC	protein_coding	KNOWN	2	73455134	73460366	-1	ensembl	protease-associated domain containing 1 [Source:HGNC Symbol;Acc:16047]
ENSG00000135622	SEMA4F	HGNC	protein_coding	KNOWN	2	74881355	74909186	1	ensembl	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F [Source:HGNC Symbol;Acc:10734]
ENSG00000135624	CCT7	HGNC	protein_coding	KNOWN	2	73460548	73480149	1	ensembl	chaperonin containing TCP1, subunit 7 (eta) [Source:HGNC Symbol;Acc:1622]
ENSG00000135625	EGR4	HGNC	protein_coding	KNOWN	2	73518058	73520833	-1	ensembl	early growth response 4 [Source:HGNC Symbol;Acc:3241]
ENSG00000135631	RAB11FIP5	HGNC	protein_coding	KNOWN	2	73300510	73383849	-1	ensembl	RAB11 family interacting protein 5 (class I) [Source:HGNC Symbol;Acc:24845]
ENSG00000135632	SMYD5	HGNC	protein_coding	KNOWN	2	73441350	73454365	1	ensembl	SMYD family member 5 [Source:HGNC Symbol;Acc:16258]
